"File";"Precision";"Recall";"F1"
"TUW-247741-ref15";"42,86";"27,78";"26,67";"9"
"TUW-247741-ref16";"75,00";"50,00";"50,00";"6"
"TUW-247741-ref17";"33,33";"12,50";"12,50";"8"
"TUW-247741-ref18";"100,00";"72,73";"72,73";"11"
"TUW-247741-ref19";"83,33";"55,56";"55,56";"9"
"TUW-252847-ref1";"100,00";"78,00";"78,89";"10"
"TUW-252847-ref2";"87,50";"70,00";"70,00";"10"
"TUW-252847-ref3";"100,00";"72,22";"74,07";"9"
"TUW-252847-ref4";"80,00";"46,88";"48,21";"8"
"TUW-252847-ref5";"88,89";"44,44";"44,44";"6"
"TUW-252847-ref6";"100,00";"70,83";"72,50";"8"
"TUW-252847-ref7";"100,00";"80,00";"80,00";"10"
"TUW-252847-ref8";"100,00";"71,88";"73,21";"8"
"TUW-252847-ref9";"83,33";"57,50";"59,38";"8"
"TUW-252847-ref10";"66,67";"50,00";"50,00";"8"
"TUW-252847-ref11";"83,33";"62,50";"62,50";"8"
"TUW-252847-ref12";"60,00";"23,81";"24,68";"7"
"TUW-252847-ref13";"60,00";"23,81";"24,68";"7"
"TUW-252847-ref14";"60,00";"23,81";"24,68";"7"
"TUW-252847-ref15";"75,00";"45,83";"47,62";"6"
"TUW-252847-ref16";"87,50";"41,67";"42,50";"8"
"TUW-252847-ref18";"100,00";"50,00";"50,00";"6"
"TUW-255712-ref1";"100,00";"77,78";"77,78";"9"
"TUW-255712-ref2";"100,00";"70,00";"70,00";"10"
"TUW-255712-ref5";"87,50";"70,00";"70,00";"10"
"TUW-255712-ref6";"60,00";"33,33";"28,57";"9"
"TUW-255712-ref7";"36,11";"20,00";"18,18";"11"
"TUW-255712-ref8";"83,33";"66,67";"66,67";"10"
"TUW-255712-ref9";"72,22";"45,00";"44,00";"10"
"TUW-255712-ref10";"81,25";"65,00";"65,00";"10"
"TUW-255712-ref11";"85,71";"66,67";"66,67";"9"
"TUW-255712-ref13";"50,00";"33,33";"33,33";"6"
"TUW-255712-ref14";"87,50";"70,00";"70,00";"10"
"TUW-255712-ref15";"41,67";"30,00";"24,24";"10"
"TUW-255712-ref16";"79,69";"63,75";"63,75";"10"
"TUW-255712-ref17";"87,50";"70,00";"70,00";"10"
"TUW-255712-ref18";"77,78";"50,00";"48,00";"10"
"TUW-255712-ref19";"87,50";"70,00";"70,00";"10"
"TUW-255712-ref20";"85,71";"60,00";"60,00";"10"
"TUW-255712-ref21";"66,67";"44,44";"40,00";"9"
"TUW-255712-ref23";"27,78";"16,67";"15,15";"10"
"TUW-255712-ref24";"41,67";"30,00";"24,24";"10"
"TUW-255712-ref25";"75,00";"50,00";"46,67";"10"
"TUW-257397-ref1";"100,00";"80,00";"80,00";"10"
"TUW-257397-ref2";"75,00";"50,00";"50,00";"9"
"TUW-257397-ref3";"85,71";"60,00";"60,00";"10"
"TUW-257397-ref4";"78,57";"47,22";"46,43";"12"
"TUW-257397-ref5";"53,33";"33,33";"28,00";"9"
"TUW-257397-ref6";"73,33";"36,36";"34,55";"11"
"TUW-257397-ref7";"100,00";"60,00";"60,00";"10"
"TUW-257397-ref8";"99,11";"72,08";"72,08";"11"
"TUW-257397-ref9";"85,71";"54,55";"54,55";"11"
"TUW-257397-ref10";"66,67";"44,44";"44,44";"9"
"TUW-257397-ref11";"85,71";"66,67";"66,67";"9"
"TUW-257397-ref12";"87,50";"57,58";"59,09";"11"
"TUW-257397-ref13";"83,33";"50,00";"50,00";"10"
"TUW-257397-ref14";"72,22";"39,39";"39,39";"11"
"TUW-257397-ref15";"83,33";"62,50";"62,50";"8"
"TUW-257397-ref17";"100,00";"66,67";"66,67";"6"
"TUW-257397-ref18";"100,00";"57,14";"57,14";"7"
"TUW-257397-ref19";"100,00";"66,67";"66,67";"9"
"TUW-257397-ref20";"80,00";"50,00";"50,00";"8"
"TUW-257397-ref21";"42,86";"27,27";"23,08";"11"
"TUW-257397-ref22";"75,00";"50,00";"50,00";"9"
"TUW-257397-ref23";"40,00";"22,22";"20,00";"9"
"TUW-257397-ref24";"87,50";"63,64";"63,64";"11"
"TUW-257397-ref25";"100,00";"55,00";"56,67";"10"
"TUW-257397-ref28";"100,00";"54,55";"54,55";"11"
"TUW-257397-ref29";"57,14";"36,36";"33,33";"11"
"TUW-257870-ref1";"50,00";"28,57";"28,57";"7"
"TUW-257870-ref2";"83,33";"50,00";"50,00";"10"
"TUW-257870-ref3";"66,67";"15,15";"16,36";"11"
"Average";"75,13";"49,95";"49,17"
